YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,QV2M,T2M,WS10M
2023,10,2,8,468.38,474.4,0.66,0.17,57.78,14.47,24.23,1.73
2023,10,2,9,666.67,667.3,0.7,0.17,45.48,15.14,27.12,1.15
2023,10,2,10,813.12,814.76,0.73,0.18,34.93,14.1,30.39,1.14
2023,10,2,11,886.1,881.55,0.73,0.18,28.25,13.31,33.23,1
2023,10,2,12,876.45,871.79,0.73,0.17,28.34,13.43,34.04,0.82
2023,10,2,13,799.5,800.9,0.72,0.16,35.12,13.79,34.27,0.86
2023,10,2,14,654.4,655.82,0.69,0.16,45.73,13.98,34.05,1.12
2023,10,2,15,455.42,462.07,0.64,0.15,58.06,14.47,33.73,1.36
2023,10,2,16,230.83,238.03,0.55,0.12,71.2,13.49,33.49,1.59
2023,10,2,17,40.98,43.71,0.34,0.16,84.64,16.54,30.92,1.62
2023,10,2,18,0,0,-999,-999,-999,16.11,28.62,1.88
2023,10,2,19,0,0,-999,-999,-999,15.5,27.52,2.09
2023,10,2,20,0,0,-999,-999,-999,14.71,26.87,2.08
2023,10,2,21,0,0,-999,-999,-999,13.79,26.76,1.83
2023,10,2,22,0,0,-999,-999,-999,12.82,26.88,1.38
2023,10,2,23,0,0,-999,-999,-999,11.72,27.3,0.73
2023,10,3,0,0,0,-999,-999,-999,11.23,27.24,0.21
2023,10,3,1,0,0,-999,-999,-999,11.47,26.07,0.89
2023,10,3,2,0,0,-999,-999,-999,11.84,24.62,1.34
2023,10,3,3,0,0,-999,-999,-999,12.02,23.27,1.71
2023,10,3,4,0,0,-999,-999,-999,12.27,21.47,2.2
2023,10,3,5,0,0,-999,-999,-999,12.39,19.86,2.72
2023,10,3,6,46.9,49.4,0.38,0.16,84.45,12.63,19.65,2.99
2023,10,3,7,249.88,257.12,0.58,0.13,71.01,13.55,21.61,4.22
2023,10,3,8,480.02,486.98,0.67,0.15,57.91,15.01,23.78,3.11
2023,10,3,9,680.95,681.98,0.72,0.16,45.66,15.56,26.84,3.06
2023,10,3,10,828,828.83,0.74,0.16,35.19,15.14,29.18,3.25
2023,10,3,11,905,899.19,0.75,0.17,28.6,14.53,30.8,3.29
2023,10,3,12,900.58,894.57,0.75,0.16,28.72,14.34,31.65,3.3
2023,10,3,13,823.77,820.68,0.74,0.16,35.48,14.4,32.11,3.27
2023,10,3,14,679.02,673.46,0.71,0.15,46.02,14.34,32.19,3.16
2023,10,3,15,479.25,477.88,0.67,0.15,58.32,14.4,31.89,2.84
2023,10,3,16,249.08,250.78,0.58,0.13,71.45,14.16,31.44,2.5
2023,10,3,17,43.8,46.41,0.38,0.17,84.84,16.85,29.01,1.88
2023,10,3,18,0,0,-999,-999,-999,14.83,27.57,1.72
2023,10,3,19,0,0,-999,-999,-999,14.16,27.12,1.6
2023,10,3,20,0,0,-999,-999,-999,13.79,26.52,1.55
2023,10,3,21,0,0,-999,-999,-999,13.55,25.77,1.57
2023,10,3,22,0,0,-999,-999,-999,13.55,24.8,1.68
2023,10,3,23,0,0,-999,-999,-999,13.67,23.4,2
2023,10,4,0,0,0,-999,-999,-999,13.85,22.06,2.37
2023,10,4,1,0,0,-999,-999,-999,13.92,21.26,2.55
2023,10,4,2,0,0,-999,-999,-999,14.04,20.75,2.55
2023,10,4,3,0,0,-999,-999,-999,14.1,20.33,2.49
2023,10,4,4,0,0,-999,-999,-999,14.22,19.88,2.44
2023,10,4,5,0,0,-999,-999,-999,14.34,19.47,2.45
2023,10,4,6,47.08,49.63,0.38,0.17,84.52,14.47,19.76,2.74
2023,10,4,7,251.62,259.03,0.59,0.15,71.11,14.95,21.8,3.73
2023,10,4,8,479.27,486.27,0.67,0.16,58.04,15.26,24.12,3.53
2023,10,4,9,676.33,678.14,0.72,0.16,45.84,14.95,26.6,3.94
2023,10,4,10,820.33,821.74,0.74,0.18,35.45,14.77,28.51,3.99
2023,10,4,11,893.23,887.73,0.74,0.17,28.95,14.89,29.95,3.87
2023,10,4,12,906.85,901.31,0.76,0.18,29.11,15.14,31,3.6
2023,10,4,13,831.6,832.22,0.76,0.17,35.83,15.26,31.65,3.22
2023,10,4,14,687.62,689.14,0.73,0.16,46.33,15.38,31.87,2.8
2023,10,4,15,489.3,495.39,0.7,0.17,58.59,15.2,31.83,2.43
2023,10,4,16,257.67,263.83,0.62,0.16,71.69,15.26,31.4,1.88
2023,10,4,17,45.02,48.08,0.41,0.17,85.04,16.54,29.7,1.37
2023,10,4,18,0,0,-999,-999,-999,14.53,28.32,1.12
2023,10,4,19,0,0,-999,-999,-999,14.22,27.4,1.24
2023,10,4,20,0,0,-999,-999,-999,14.16,26.44,1.44
2023,10,4,21,0,0,-999,-999,-999,14.16,25.43,1.51
2023,10,4,22,0,0,-999,-999,-999,14.16,24.5,1.51
2023,10,4,23,0,0,-999,-999,-999,14.16,23.55,1.6
2023,10,5,0,0,0,-999,-999,-999,14.22,22.36,1.93
2023,10,5,1,0,0,-999,-999,-999,14.28,21.33,2.28
2023,10,5,2,0,0,-999,-999,-999,14.22,20.72,2.37
2023,10,5,3,0,0,-999,-999,-999,14.16,20.17,2.3
2023,10,5,4,0,0,-999,-999,-999,14.1,19.62,2.23
2023,10,5,5,0,0,-999,-999,-999,14.1,19.1,2.18
2023,10,5,6,50.85,52.38,0.41,0.18,84.6,14.16,19.33,2.13
2023,10,5,7,268.3,266.27,0.61,0.16,71.21,14.83,21.62,2.95
2023,10,5,8,501.05,499.58,0.7,0.16,58.18,15.56,24.14,2.97
2023,10,5,9,702.65,704.59,0.74,0.18,46.02,15.5,26.67,3.42
2023,10,5,10,845.58,846.45,0.77,0.17,35.71,15.2,28.56,3.35
2023,10,5,11,920.17,914.59,0.77,0.18,29.3,15.14,30.05,3.21
2023,10,5,12,915.6,910.09,0.77,0.17,29.5,15.2,31.08,2.97
2023,10,5,13,837.75,837.6,0.77,0.17,36.18,15.14,31.65,2.68
2023,10,5,14,689.9,687.23,0.73,0.16,46.62,15.08,31.78,2.35
2023,10,5,15,487.75,487.59,0.7,0.16,58.85,14.77,31.71,2.03
2023,10,5,16,253.12,252.41,0.59,0.16,71.92,14.77,31.28,1.62
2023,10,5,17,42.15,44.4,0.39,0.17,85.23,15.75,29.65,1.22
2023,10,5,18,0,0,-999,-999,-999,13.85,28.2,0.9
2023,10,5,19,0,0,-999,-999,-999,13.49,27.41,1.03
2023,10,5,20,0,0,-999,-999,-999,13.49,26.21,1.13
2023,10,5,21,0,0,-999,-999,-999,13.43,25.38,1.1
2023,10,5,22,0,0,-999,-999,-999,13.49,24.33,1.16
2023,10,5,23,0,0,-999,-999,-999,13.55,23.3,1.48
2023,10,6,0,0,0,-999,-999,-999,13.73,21.96,1.94
2023,10,6,1,0,0,-999,-999,-999,13.79,20.94,2.28
2023,10,6,2,0,0,-999,-999,-999,13.85,20.32,2.36
2023,10,6,3,0,0,-999,-999,-999,14.04,19.86,2.34
2023,10,6,4,0,0,-999,-999,-999,14.34,19.46,2.32
2023,10,6,5,0,0,-999,-999,-999,14.65,19.18,2.32
2023,10,6,6,48.98,49.59,0.39,0.18,84.68,14.89,19.76,2.26
2023,10,6,7,263.92,251.06,0.58,0.15,71.32,15.93,22.72,3.33
2023,10,6,8,496.77,478.21,0.67,0.16,58.31,16.66,25.15,4.01
2023,10,6,9,696.62,686.13,0.73,0.16,46.21,16.48,27.04,3.88
2023,10,6,10,841.85,842.17,0.77,0.17,35.98,16.42,28.66,3.61
2023,10,6,11,916.12,910.65,0.77,0.17,29.66,16.42,30.05,3.41
2023,10,6,12,916.62,911.2,0.77,0.17,29.88,16.42,31.04,3.13
2023,10,6,13,835.52,834.69,0.77,0.17,36.53,16.24,31.62,2.74
2023,10,6,14,685.12,684.3,0.73,0.16,46.93,16.05,31.79,2.37
2023,10,6,15,479.5,482.3,0.69,0.16,59.12,15.93,31.69,1.96
2023,10,6,16,244.38,247.16,0.59,0.15,72.16,15.81,31.48,1.47
2023,10,6,17,38.67,42.13,0.39,0.17,85.42,15.99,30.25,0.96
2023,10,6,18,0,0,-999,-999,-999,14.34,29.41,0.25
2023,10,6,19,0,0,-999,-999,-999,14.71,27.93,0.83
2023,10,6,20,0,0,-999,-999,-999,15.01,26.4,1.32
2023,10,6,21,0,0,-999,-999,-999,15.26,25.03,1.69
2023,10,6,22,0,0,-999,-999,-999,15.32,23.87,2
2023,10,6,23,0,0,-999,-999,-999,15.32,22.97,2.21
2023,10,7,0,0,0,-999,-999,-999,15.32,22.33,2.29
2023,10,7,1,0,0,-999,-999,-999,15.2,21.81,2.25
2023,10,7,2,0,0,-999,-999,-999,15.2,21.33,2.14
2023,10,7,3,0,0,-999,-999,-999,15.2,20.9,2.07
2023,10,7,4,0,0,-999,-999,-999,15.2,20.57,2.03
2023,10,7,5,0,0,-999,-999,-999,15.2,20.3,2
2023,10,7,6,46.05,48.94,0.39,0.17,84.77,15.32,20.64,1.83
2023,10,7,7,253.7,260.05,0.6,0.15,71.43,16.11,23.12,2.55
2023,10,7,8,484.55,489.08,0.69,0.16,58.45,16.66,25.49,3.2
2023,10,7,9,684.15,683.09,0.73,0.16,46.4,16.78,27.33,2.97
2023,10,7,10,827.9,824.82,0.75,0.17,36.24,16.91,28.96,2.69
2023,10,7,11,904.38,896.19,0.76,0.19,30.02,17.09,30.2,2.46
2023,10,7,12,899.75,889.47,0.76,0.16,30.27,17.15,31.12,2.13
2023,10,7,13,819.17,803.93,0.73,0.16,36.88,17.03,31.65,1.71
2023,10,7,14,669.5,670.51,0.73,0.16,47.23,16.78,31.83,1.37
2023,10,7,15,465.3,472.13,0.68,0.15,59.38,16.42,31.54,1.02
2023,10,7,16,233.52,239.84,0.58,0.13,72.4,16.6,31.01,0.61
2023,10,7,17,35.15,38.88,0.38,0.16,85.6,16.54,29.76,0.29
2023,10,7,18,0,0,-999,-999,-999,15.69,28.44,0.56
2023,10,7,19,0,0,-999,-999,-999,15.87,26.94,1.25
2023,10,7,20,0,0,-999,-999,-999,16.11,25.58,1.73
2023,10,7,21,0,0,-999,-999,-999,16.11,24.51,2.04
2023,10,7,22,0,0,-999,-999,-999,15.99,23.71,2.17
2023,10,7,23,0,0,-999,-999,-999,15.87,23.08,2.24
2023,10,8,0,0,0,-999,-999,-999,15.75,22.57,2.24
2023,10,8,1,0,0,-999,-999,-999,15.62,22.13,2.2
2023,10,8,2,0,0,-999,-999,-999,15.56,21.73,2.11
2023,10,8,3,0,0,-999,-999,-999,15.44,21.35,1.98
2023,10,8,4,0,0,-999,-999,-999,15.38,21.02,1.85
2023,10,8,5,0,0,-999,-999,-999,15.26,20.71,1.72
2023,10,8,6,42.73,45.88,0.38,0.16,84.84,15.32,20.82,1.56
2023,10,8,7,242.23,249.2,0.58,0.14,71.54,16.05,22.93,1.96
2023,10,8,8,471.05,475.98,0.67,0.16,58.59,16.3,25.45,2.28
2023,10,8,9,670.33,670.55,0.72,0.16,46.59,16.42,27.75,2.58
2023,10,8,10,816.33,815.52,0.74,0.18,36.51,16.6,29.4,2.55
2023,10,8,11,887.67,882.45,0.75,0.17,30.37,16.6,30.62,2.57
2023,10,8,12,897.88,892.61,0.76,0.16,30.66,16.6,31.46,2.47
2023,10,8,13,818.27,813.27,0.75,0.16,37.23,16.54,31.94,2.22
2023,10,8,14,669.15,666.48,0.73,0.15,47.52,16.3,32.06,1.83
2023,10,8,15,466.65,467.34,0.68,0.14,59.63,16.17,31.9,1.29
2023,10,8,16,236.1,239.88,0.59,0.18,72.63,15.99,31.79,0.72
2023,10,8,17,34.52,38.49,0.38,0.16,85.77,16.11,30.5,0.19
2023,10,8,18,0,0,-999,-999,-999,15.56,28.81,0.81
2023,10,8,19,0,0,-999,-999,-999,15.93,27.14,1.52
2023,10,8,20,0,0,-999,-999,-999,16.05,25.73,1.95
2023,10,8,21,0,0,-999,-999,-999,15.99,24.73,2.13
2023,10,8,22,0,0,-999,-999,-999,15.87,23.96,2.18
2023,10,8,23,0,0,-999,-999,-999,15.75,23.37,2.15
2023,10,9,0,0,0,-999,-999,-999,15.56,22.88,2.07
2023,10,9,1,0,0,-999,-999,-999,15.44,22.45,1.99
2023,10,9,2,0,0,-999,-999,-999,15.32,22.13,1.83
2023,10,9,3,0,0,-999,-999,-999,15.26,21.88,1.62
2023,10,9,4,0,0,-999,-999,-999,15.26,21.6,1.45
2023,10,9,5,0,0,-999,-999,-999,15.26,21.28,1.38
2023,10,9,6,42.9,46.11,0.38,0.16,84.92,15.32,21.19,1.35
2023,10,9,7,244.45,250.98,0.59,0.14,71.66,16.24,23.13,1.72
2023,10,9,8,473.2,479.2,0.68,0.16,58.74,16.6,25.69,2.6
2023,10,9,9,672.08,672.52,0.72,0.16,46.78,16.72,27.89,3.15
2023,10,9,10,817.38,816.27,0.75,0.17,36.77,16.78,29.46,3.23
2023,10,9,11,892.48,886.83,0.76,0.18,30.72,16.85,30.68,3.35
2023,10,9,12,884.17,878.3,0.75,0.16,31.04,16.66,31.59,3.34
2023,10,9,13,803.25,801.09,0.74,0.16,37.57,16.3,32.14,3.15
2023,10,9,14,653.3,657.17,0.72,0.15,47.82,15.93,32.37,2.75
2023,10,9,15,450.33,456.99,0.66,0.15,59.9,15.44,32.45,2.26
2023,10,9,16,223.85,230.41,0.57,0.17,72.87,15.2,32.15,1.82
2023,10,9,17,31.45,35.41,0.37,0.16,85.95,16.66,30.3,1.33
2023,10,9,18,0,0,-999,-999,-999,14.4,28.83,1.24
2023,10,9,19,0,0,-999,-999,-999,14.16,27.77,1.5
2023,10,9,20,0,0,-999,-999,-999,14.16,26.5,1.72
2023,10,9,21,0,0,-999,-999,-999,14.28,25.19,1.97
2023,10,9,22,0,0,-999,-999,-999,14.47,23.83,2.27
2023,10,9,23,0,0,-999,-999,-999,14.65,22.75,2.49
2023,10,10,0,0,0,-999,-999,-999,14.83,22.09,2.5
2023,10,10,1,0,0,-999,-999,-999,15.01,21.59,2.31
2023,10,10,2,0,0,-999,-999,-999,15.26,21.09,2.13
2023,10,10,3,0,0,-999,-999,-999,15.5,20.64,2
2023,10,10,4,0,0,-999,-999,-999,15.56,20.31,1.95
2023,10,10,5,0,0,-999,-999,-999,15.5,20.18,1.91
2023,10,10,6,43.83,45.93,0.38,0.17,85.01,15.44,20.57,1.72
2023,10,10,7,250.3,231.05,0.54,0.14,71.77,16.36,23.45,2.34
2023,10,10,8,479.17,431.71,0.61,0.16,58.89,16.6,25.46,3.06
2023,10,10,9,674.67,579.38,0.62,0.16,46.98,16.3,27.09,3.12
2023,10,10,10,819.27,814.72,0.75,0.2,37.05,15.69,28.53,3.24
2023,10,10,11,889.33,883.9,0.76,0.19,31.07,15.14,29.66,3.35
2023,10,10,12,880.45,875.23,0.75,0.17,31.42,14.77,30.48,3.24
2023,10,10,13,796.8,794.45,0.73,0.17,37.91,14.65,31.01,2.87
2023,10,10,14,644.6,648.34,0.71,0.16,48.12,14.71,31.24,2.27
2023,10,10,15,440.52,447.36,0.66,0.15,60.16,14.95,31.3,1.48
2023,10,10,16,215.38,221.16,0.55,0.17,73.1,15.2,31.23,0.67
2023,10,10,17,29,32.95,0.36,0.16,86.12,15.87,29.82,0.22
2023,10,10,18,0,0,-999,-999,-999,15.62,27.4,1.47
2023,10,10,19,0,0,-999,-999,-999,15.93,25.5,2.23
2023,10,10,20,0,0,-999,-999,-999,15.5,24.52,2.49
2023,10,10,21,0,0,-999,-999,-999,15.14,23.82,2.53
2023,10,10,22,0,0,-999,-999,-999,14.83,23.19,2.46
2023,10,10,23,0,0,-999,-999,-999,14.59,22.62,2.36
2023,10,11,0,0,0,-999,-999,-999,14.4,22.11,2.23
2023,10,11,1,0,0,-999,-999,-999,14.28,21.66,2.09
2023,10,11,2,0,0,-999,-999,-999,14.16,21.33,1.9
2023,10,11,3,0,0,-999,-999,-999,14.1,21.12,1.65
2023,10,11,4,0,0,-999,-999,-999,14.1,20.98,1.42
2023,10,11,5,0,0,-999,-999,-999,14.16,20.82,1.22
2023,10,11,6,36.62,40.34,0.34,0.15,85.09,14.53,20.9,0.98
2023,10,11,7,214.33,221.75,0.52,0.09,71.88,15.38,22.69,0.86
2023,10,11,8,433.08,438.55,0.62,0.13,59.04,16.24,25.65,1.52
2023,10,11,9,628.2,608.84,0.66,0.13,47.18,16.97,28.08,1.87
2023,10,11,10,768.55,687.62,0.63,0.15,37.32,17.33,29.61,1.6
2023,10,11,11,842.4,830.75,0.71,0.15,31.43,17.4,30.81,1.35
2023,10,11,12,876.02,864.09,0.74,0.17,31.8,17.27,31.64,1.17
2023,10,11,13,797.33,777.29,0.73,0.16,38.25,17.03,32.07,1.09
2023,10,11,14,651,652.27,0.72,0.16,48.41,16.72,32.15,1.09
2023,10,11,15,450.83,457.45,0.68,0.16,60.41,16.54,31.88,1.12
2023,10,11,16,222.98,227.87,0.58,0.16,73.33,16.78,31.43,1.09
2023,10,11,17,29.45,33.41,0.38,0.16,86.27,17.33,30.08,1.09
2023,10,11,18,0,0,-999,-999,-999,16.97,28.12,1.4
2023,10,11,19,0,0,-999,-999,-999,16.72,27.03,1.72
2023,10,11,20,0,0,-999,-999,-999,16.42,26.17,1.91
2023,10,11,21,0,0,-999,-999,-999,16.05,25.47,2.01
2023,10,11,22,0,0,-999,-999,-999,15.75,24.85,2.05
2023,10,11,23,0,0,-999,-999,-999,15.5,24.23,2.06
2023,10,12,0,0,0,-999,-999,-999,15.32,23.6,2.09
2023,10,12,1,0,0,-999,-999,-999,15.2,22.94,2.15
2023,10,12,2,0,0,-999,-999,-999,15.08,22.35,2.13
2023,10,12,3,0,0,-999,-999,-999,15.01,21.85,2.05
2023,10,12,4,0,0,-999,-999,-999,15.08,21.42,1.93
2023,10,12,5,0,0,-999,-999,-999,15.2,21.14,1.72
2023,10,12,6,41.42,45.21,0.39,0.16,85.17,15.38,21.28,1.36
2023,10,12,7,242.75,250.45,0.59,0.14,72,16.3,23.17,1.13
2023,10,12,8,468.38,475.62,0.68,0.16,59.19,16.42,25.87,0.99
2023,10,12,9,662.65,665.93,0.72,0.16,47.38,15.99,28.86,0.97
2023,10,12,10,802.42,800.62,0.74,0.16,37.59,15.75,30.57,0.7
2023,10,12,11,873.83,869.88,0.75,0.17,31.78,15.5,31.76,0.56
2023,10,12,12,868.08,864.68,0.75,0.16,32.17,15.26,32.53,0.47
2023,10,12,13,786.85,783.77,0.73,0.16,38.59,15.14,32.93,0.49
2023,10,12,14,636.7,638.37,0.71,0.16,48.7,14.95,32.98,0.54
2023,10,12,15,433.62,440.55,0.66,0.15,60.66,14.89,32.64,0.72
2023,10,12,16,210.08,214.51,0.55,0.15,73.56,15.38,32.19,0.9
2023,10,12,17,25.98,30.11,0.35,0.15,86.43,16.3,30.27,1.17
2023,10,12,18,0,0,-999,-999,-999,16.05,27.73,1.83
2023,10,12,19,0,0,-999,-999,-999,15.75,26.48,2.23
2023,10,12,20,0,0,-999,-999,-999,15.38,25.58,2.44
2023,10,12,21,0,0,-999,-999,-999,15.01,24.91,2.53
2023,10,12,22,0,0,-999,-999,-999,14.71,24.36,2.53
2023,10,12,23,0,0,-999,-999,-999,14.47,23.87,2.5
2023,10,13,0,0,0,-999,-999,-999,14.28,23.4,2.44
2023,10,13,1,0,0,-999,-999,-999,14.16,22.98,2.34
2023,10,13,2,0,0,-999,-999,-999,14.04,22.67,2.17
2023,10,13,3,0,0,-999,-999,-999,13.85,22.6,1.86
2023,10,13,4,0,0,-999,-999,-999,13.61,22.69,1.48
2023,10,13,5,0,0,-999,-999,-999,13.55,22.63,1.13
2023,10,13,6,33.67,37.5,0.33,0.15,85.26,13.85,22.61,0.92
2023,10,13,7,204.05,211.88,0.51,0.07,72.12,14.59,23.98,1.03
2023,10,13,8,416.02,423.12,0.61,0.12,59.34,14.89,25.49,1.09
2023,10,13,9,606.77,610.75,0.66,0.13,47.59,15.08,29.54,0.49
2023,10,13,10,746.12,744.18,0.69,0.16,37.88,15.14,32.01,1.19
2023,10,13,11,810.7,807.5,0.7,0.16,32.13,15.44,32.8,1.25
2023,10,13,12,865.92,861.75,0.75,0.17,32.55,15.62,33.29,1.13
2023,10,13,13,781.6,775.33,0.73,0.16,38.93,15.69,33.54,0.89
2023,10,13,14,630.73,622.79,0.7,0.16,48.99,15.56,33.51,0.58
2023,10,13,15,427.77,421.8,0.63,0.15,60.91,15.81,33.2,0.14
2023,10,13,16,203.67,203.89,0.53,0.17,73.78,16.24,32.4,0.35
2023,10,13,17,24.45,28.44,0.35,0.15,86.59,17.09,31,0.81
2023,10,13,18,0,0,-999,-999,-999,17.33,29.19,1.46
2023,10,13,19,0,0,-999,-999,-999,17.58,27.98,1.92
2023,10,13,20,0,0,-999,-999,-999,17.4,27.24,2.08
2023,10,13,21,0,0,-999,-999,-999,17.21,26.76,2.06
2023,10,13,22,0,0,-999,-999,-999,16.91,26.3,1.96
2023,10,13,23,0,0,-999,-999,-999,16.6,25.88,1.85
2023,10,14,0,0,0,-999,-999,-999,16.42,25.37,1.79
2023,10,14,1,0,0,-999,-999,-999,16.24,24.73,1.81
2023,10,14,2,0,0,-999,-999,-999,16.05,24.25,1.76
2023,10,14,3,0,0,-999,-999,-999,15.99,24.02,1.6
2023,10,14,4,0,0,-999,-999,-999,15.93,23.93,1.35
2023,10,14,5,0,0,-999,-999,-999,15.93,23.85,1.01
2023,10,14,6,33.25,33.2,0.3,0.16,85.34,16.17,23.96,0.67
2023,10,14,7,209.17,185.03,0.45,0.08,72.24,16.91,25.12,0.49
2023,10,14,8,427.33,367.68,0.53,0.12,59.49,16.91,27.75,0.61
2023,10,14,9,621.52,594.52,0.65,0.12,47.8,16.78,30.49,1.04
2023,10,14,10,763.8,693.16,0.64,0.15,38.15,16.85,31.87,1.2
2023,10,14,11,838.25,834.16,0.72,0.17,32.48,16.85,32.55,1.28
2023,10,14,12,834.17,693,0.6,0.16,32.92,16.78,32.96,1.25
2023,10,14,13,748.1,735.55,0.7,0.13,39.27,16.54,33.12,1.12
2023,10,14,14,593.88,580.51,0.65,0.12,49.27,16.24,32.98,1
2023,10,14,15,390.58,386.25,0.59,0.09,61.16,16.11,32.58,0.84
2023,10,14,16,177.27,173.8,0.46,0.16,74.01,16.36,31.92,0.69
2023,10,14,17,20.52,23.56,0.3,0.14,86.73,16.97,30.7,0.55
2023,10,14,18,0,0,-999,-999,-999,17.21,29.55,0.8
2023,10,14,19,0,0,-999,-999,-999,17.33,28.55,1.32
2023,10,14,20,0,0,-999,-999,-999,17.46,27.55,1.63
2023,10,14,21,0,0,-999,-999,-999,17.46,26.82,1.74
2023,10,14,22,0,0,-999,-999,-999,17.46,26.16,1.8
2023,10,14,23,0,0,-999,-999,-999,17.46,25.62,1.92
2023,10,15,0,0,0,-999,-999,-999,17.33,25.12,2.14
2023,10,15,1,0,0,-999,-999,-999,17.03,24.61,2.44
2023,10,15,2,0,0,-999,-999,-999,16.6,24.05,2.56
2023,10,15,3,0,0,-999,-999,-999,16.05,23.45,2.49
2023,10,15,4,0,0,-999,-999,-999,15.38,22.88,2.4
2023,10,15,5,0,0,-999,-999,-999,14.83,22.3,2.29
2023,10,15,6,29.73,32.55,0.3,0.16,85.43,14.53,21.98,2.31
2023,10,15,7,187.73,193.05,0.47,0.04,72.37,14.34,22.75,3.13
2023,10,15,8,396.67,401.6,0.58,0.09,59.66,14.95,24.23,2.89
2023,10,15,9,584.83,588.77,0.64,0.13,48,14.65,27.11,2.83
2023,10,15,10,730.2,727.59,0.68,0.14,38.43,14.47,29.75,3.28
2023,10,15,11,804.98,801.06,0.7,0.16,32.84,15.14,31.3,3.55
2023,10,15,12,792.85,786.91,0.69,0.14,33.3,15.62,32.15,3.43
2023,10,15,13,707.52,694.37,0.66,0.12,39.6,15.75,32.59,3.2
2023,10,15,14,555.02,559.66,0.63,0.1,49.56,15.69,32.67,2.9
2023,10,15,15,361.02,367.84,0.56,0.06,61.41,15.81,32.39,2.45
2023,10,15,16,170.23,174.31,0.47,0.14,74.23,15.44,31.98,2.14
2023,10,15,17,19.17,23.56,0.31,0.13,86.87,17.52,30.28,1.41
2023,10,15,18,0,0,-999,-999,-999,15.5,29.96,0.84
2023,10,15,19,0,0,-999,-999,-999,15.08,29.81,0.6
2023,10,15,20,0,0,-999,-999,-999,15.32,29.27,0.53
2023,10,15,21,0,0,-999,-999,-999,15.99,28.21,0.87
2023,10,15,22,0,0,-999,-999,-999,16.54,26.75,1.48
2023,10,15,23,0,0,-999,-999,-999,16.91,25.53,1.82
2023,10,16,0,0,0,-999,-999,-999,16.6,24.73,1.82
2023,10,16,1,0,0,-999,-999,-999,16.17,23.98,1.84
2023,10,16,2,0,0,-999,-999,-999,15.75,23.18,1.76
2023,10,16,3,0,0,-999,-999,-999,15.38,22.56,1.66
2023,10,16,4,0,0,-999,-999,-999,15.14,22.11,1.57
2023,10,16,5,0,0,-999,-999,-999,14.89,21.67,1.57
2023,10,16,6,30.45,32.3,0.3,0.16,85.52,14.89,21.51,1.57
2023,10,16,7,189.17,186.49,0.45,0.03,72.49,15.01,22.98,2.31
2023,10,16,8,396.45,389.62,0.56,0.08,59.81,15.38,25.19,2.7
2023,10,16,9,585.12,578.04,0.63,0.1,48.21,15.38,27.62,3.02
2023,10,16,10,722.88,720.77,0.67,0.13,38.71,15.56,29.46,2.83
2023,10,16,11,793.6,789.26,0.69,0.14,33.18,15.81,30.83,2.61
2023,10,16,12,833.23,829.38,0.73,0.16,33.66,15.81,31.8,2.41
2023,10,16,13,749.45,738.61,0.7,0.15,39.93,15.56,32.4,2.15
2023,10,16,14,600.9,606.35,0.69,0.14,49.84,15.14,32.55,1.84
2023,10,16,15,399.8,405.55,0.62,0.12,61.66,14.77,32.39,1.47
2023,10,16,16,185.75,189.78,0.52,0.15,74.45,14.89,31.91,1.12
2023,10,16,17,20.38,24.68,0.34,0.14,87.01,15.62,30.35,0.62
2023,10,16,18,0,0,-999,-999,-999,14.16,29.39,0.39
2023,10,16,19,0,0,-999,-999,-999,14.47,28.23,0.9
2023,10,16,20,0,0,-999,-999,-999,14.71,27.01,1.11
2023,10,16,21,0,0,-999,-999,-999,14.89,26.53,0.98
2023,10,16,22,0,0,-999,-999,-999,14.4,26.54,0.62
2023,10,16,23,0,0,-999,-999,-999,14.47,25.8,0.92
2023,10,17,0,0,0,-999,-999,-999,15.01,24.3,1.56
2023,10,17,1,0,0,-999,-999,-999,15.01,23.12,1.91
2023,10,17,2,0,0,-999,-999,-999,14.77,22.41,1.99
2023,10,17,3,0,0,-999,-999,-999,14.53,21.83,1.96
2023,10,17,4,0,0,-999,-999,-999,14.34,21.39,1.86
2023,10,17,5,0,0,-999,-999,-999,14.22,21.05,1.74
2023,10,17,6,30.88,34.71,0.33,0.14,85.6,14.34,21.08,1.53
2023,10,17,7,201.77,208.88,0.51,0.15,72.62,14.47,22.8,1.75
2023,10,17,8,403.3,410.18,0.6,0.11,59.98,14.71,25.3,1.44
2023,10,17,9,594.05,598.09,0.66,0.14,48.42,14.53,28.01,1.27
2023,10,17,10,735.02,732.82,0.69,0.14,38.99,14.71,29.8,1.82
2023,10,17,11,805.45,801.46,0.7,0.15,33.53,14.83,30.96,2.4
2023,10,17,12,786.65,785.71,0.69,0.13,34.03,14.77,31.69,2.62
2023,10,17,13,704.58,684.12,0.66,0.12,40.27,14.59,32.1,2.55
2023,10,17,14,557.6,556.41,0.63,0.11,50.12,14.34,32.15,2.2
2023,10,17,15,366.23,371.51,0.58,0.08,61.9,14.04,31.97,1.77
2023,10,17,16,168.55,172.35,0.48,0.14,74.66,14.04,31.51,1.35
2023,10,17,17,17.95,22.27,0.33,0.13,87.14,15.93,29.54,1.14
